Weapons and love are inseparable from each other and respond to the hedonistic and secular view of life typical of the Renaissance.	lay
But those questions might as well have been answered by a furious, inhuman scream: so high that the whole city, for as much of it as was still being accommodated beyond the untouched, deceptive backdrop of Via Mazzini to the distant, shattered Walls, would have heard it in horror.	debunked
The term, of courtly origin, is used as an equivalent of the French bohème ("gypsy life"), by which we referred to the messy, nonconformist life of Parisian artists	equivalent
After the death of her parents she had plunged into a loneliness so boundless and obtuse that it had left her an idiot for months, but not once, not even for a second had the idea of ending it crossed her mind, for she sensed that life is stronger than everything.	precipitated
After the death of her parents she had plunged into a loneliness so boundless and dull that it had left her an idiot for months, but not once, not for a second had the idea of ending it crossed her mind, because she felt that life is stronger than everything.1	boundless
After the death of her parents she had plunged into a loneliness so boundless and dull that it had left her an idiot for months, but not once, not for a second had the idea of ending it crossed her mind, because she felt that life is stronger than everything..2	warned
...Thus it was that a feeling of rebellion and radical disdain for current moral norms and beliefs spread among the scapigliati, which had the consequence, however, of creating the myth of the dissolute and irregular life (the so-called maledettismo).	dissolute
We have to move forward, without looking back, because the energy that pervades us we cannot control, and even desperate, maimed, blind we continue to feed, sleep, and swim counteracting the whirlpool that pulls us down.	whirlpool
A kind of dualistic consciousness is formed in the Scapigliati (a lyric by Arrigo Boito is precisely entitled Dualism) that emphasizes the strident contrast between the "ideal" one would like to achieve and the "real," the stark reality, described objectively and anatomically.	crude
It resembled an underground river that flows invisibly and compressed under rocks, but as soon as it finds a gap, a crack, it gushes out with all its impressive power.	power
Moreover, elements such as fascination with the obscure and mysterious, interest in the recesses of the psyche, and sensitivity to the mixture of sensations anticipated the solutions that would be adopted by decadentism.	adopted
Often certain affections of ours, which we presume to be magnificent, even superhuman, are, in reality, insipid; only an earthly, perhaps atrocious bitterness, can, like salt, arouse the mysterious flavor of their deep mixing!	atrocious
Here his quirky, playful and irreverent temperament is first appreciated, but then becomes a reason for marginalization at the advent of the new cultural vision brought by Ficino.	marginalization
I knew Benedetto Croce, met him several times in Florence before the last war, when asking to see him and talk to him was not without some inconvenience	inconvenience
